trackIdx, fit_BoundLoc0, fit_BoundLoc1, fit_BoundPhi, fit_BoundTheta, fit_BoundQOverP, fit_BoundTime
364,-0.0142365,0.00220852,8.36861e-05,1.57109,-0.147608,1735.28
365,0.0426052,-0.0539415,-0.000375237,1.57064,-0.10122,877.935
366,-0.0139863,-0.0517643,0.000512937,1.57022,-0.19915,-374.817
367,0.0204569,0.00938,-0.0001473,1.5707,-0.138631,423.335
368,0.0143388,-0.0077321,0.000160263,1.57066,-0.113041,-3779.22
369,0.00964756,0.0204329,-0.000106229,1.57103,-0.106604,-1479.26
370,-0.00264462,-0.0279829,-6.30913e-05,1.57045,-0.321442,-2110.83
371,0.0204483,0.0016169,-0.000384502,1.57089,-0.197394,-1494.47
372,0.0110431,-0.0272913,0.000273614,1.57034,-0.248071,493.755
373,-0.0523101,-0.0623333,0.000992364,1.57033,-0.1127,2270.41
374,-0.022045,-0.0304341,0.000148854,1.57067,-0.130829,4443.09
375,-0.00658809,-0.0178861,6.49e-05,1.57115,-0.389375,3418.07
376,0.00920813,0.00255008,8.88074e-06,1.57099,-0.135242,-2250.88
377,0.0205659,0.0182967,-0.000329681,1.57096,-0.297561,-2515.48
378,-0.0133987,-0.0295823,3.04023e-05,1.57084,-0.646772,-1132.52
379,0.0157711,-0.0148144,0.000143326,1.57084,-0.237135,2255.79
380,-0.00902275,0.0273088,0.000245211,1.57105,-0.10131,-334.287
381,-0.037831,-0.00573827,0.000537698,1.57054,-0.309421,2910.37
382,0.0240177,-0.0229832,0.000242076,1.57057,-0.223431,-162.351
383,-0.0452762,0.0430092,0.000235532,1.57124,-0.884682,683.197
384,-0.0186711,0.0130842,-0.000103843,1.57101,-0.199182,2791.89
385,0.0218884,0.0258475,-0.000508133,1.57109,-0.272856,-1885.86
386,-0.0175969,-0.00177731,8.54696e-05,1.57086,-0.134363,2096.32
387,0.0235595,-0.0313885,-0.000484139,1.57078,-0.33033,-1923.79
388,-0.00653305,0.00223832,0.000414228,1.57039,-0.560573,687.88
389,-0.0379762,-0.0016094,-8.80773e-05,1.57065,-0.15654,-5.43107
390,-0.0376771,-0.0239136,4.15627e-05,1.57037,-0.199233,915.445
391,-0.01343,-0.0315319,3.91115e-05,1.57099,-0.155681,106.504
392,-0.00215512,0.0116551,8.31175e-05,1.57093,-0.101849,958.401
393,0.00205133,-0.00732308,0.000142152,1.57106,-0.166085,2110.97
394,0.0181875,0.0230917,-0.000161612,1.57117,-0.116702,-191.421
395,-0.0340231,0.0504673,-0.000202807,1.57118,-0.121509,-1331.78
396,-0.0185619,-0.0165022,5.47756e-05,1.57044,-0.281648,2604.5
397,-0.0246946,0.00459653,0.000162556,1.5708,-0.120861,1770.23
398,0.008201,-0.0154374,0.000125613,1.57061,-0.10321,-703.202
399,-0.000842658,-0.0394571,7.55532e-05,1.57054,-0.109766,3437.03
400,0.0107786,0.0209527,8.50983e-05,1.57089,-0.108005,387.683
401,-0.00815369,0.0136983,3.38306e-05,1.57077,-0.126321,-701.98
402,-0.0394264,-0.0101875,0.00054313,1.57013,-0.390883,476.133
403,-0.0185455,-0.0187659,-0.000275343,1.57056,-0.170375,-1603.92
404,-0.0323635,0.0127263,0.000447524,1.5711,-0.239659,444.977
405,-0.0174453,0.0128746,-0.00028516,1.57111,-0.176454,2918.75
406,-0.00216158,0.0403767,0.00046144,1.5713,-0.306074,-41.4564
407,0.0213215,-0.0310287,-0.000168093,1.57002,-0.420397,223.857
408,-0.0205857,0.00955003,-0.000226116,1.57088,-0.169199,-122.662
409,0.0245283,0.0316853,-0.000253135,1.57124,-0.399295,1856.13
410,-0.0196851,-0.0339652,-0.000559605,1.57054,-0.719362,293.273
411,-0.00909037,0.00199059,0.000121995,1.57078,-0.178599,-681.258
412,-0.0265251,-0.0474508,4.11824e-05,1.57022,-0.247077,320.977
413,-0.0317723,-0.0105541,0.000264313,1.57065,-0.198029,-1665.72
414,-0.0304982,0.00366285,0.000475961,1.57147,-0.458343,-1713.03
415,0.00725864,0.0425654,-3.26328e-05,1.57119,-0.220163,-794.146
416,0.0103024,-0.00704028,-0.000160083,1.57062,-0.704265,-1139.47
417,-0.0573453,-0.00901769,0.000472671,1.57078,-0.116643,-796.037
418,-0.0669308,0.0260575,0.000797948,1.57083,-0.690701,3626.29
419,0.0155052,0.0231441,-0.000195618,1.57106,-0.341918,-1431.19
420,-0.0364208,-0.00618928,0.000377296,1.57089,-0.221962,902.937
421,-0.167771,-0.00545068,0.00539151,1.57071,-0.199648,654.94
422,-0.00630545,0.0166104,-0.000363776,1.57098,-0.197567,682.943
423,-0.0119481,0.0364359,-7.63347e-06,1.57091,-0.123428,-1391.23
424,0.0221377,0.00655965,6.60929e-05,1.57084,-0.154831,-356.643
425,-0.673284,0.0301651,0.0143918,1.5711,-0.134673,617.218
426,-0.0124927,-0.00358811,0.00102492,1.57121,-0.33178,-2011.52
427,-0.0172226,-0.000790835,0.000177811,1.57087,-0.214297,562.018
428,-0.00172814,0.00507869,0.000411502,1.57065,-0.275695,862.191
429,-0.00236199,-0.00144869,0.000205028,1.57106,-0.528427,-2045.3
430,-0.0249813,-0.0106653,0.000127112,1.57086,-0.157469,546.35
431,0.00492625,-0.0201515,-0.000186224,1.57066,-0.102673,2408.37
432,-0.04286,0.0162371,-3.36911e-05,1.57114,-0.121398,1090.27
433,0.0291999,-0.0045258,-2.7985e-05,1.57071,-0.153356,-119.819
434,0.00490874,-0.0368378,-6.66564e-05,1.57098,-0.270446,-1389.69
435,0.013024,0.0387927,-0.000148569,1.57123,-0.130635,-321.169
436,0.0310103,0.030673,0.000228427,1.57105,-0.254776,1190.37
437,-0.0163097,-0.00173406,0.000419643,1.57079,-0.141465,-283.935
438,-0.0712234,0.0227779,0.000938152,1.571,-0.182194,1761.93
439,-0.00803295,0.0383879,-0.000479064,1.57133,-0.315561,885.336
440,-0.0356413,0.026581,2.6288e-05,1.57079,-0.10342,2353.3
441,0.0273244,9.84631e-05,-6.47609e-05,1.57033,-0.205425,-2258.52
442,0.0194882,-0.00994926,-0.000350677,1.57088,-0.287895,706.463
443,0.0151127,0.0227186,-0.000531296,1.57092,-0.211939,1558.63
444,-0.0148417,0.00967292,0.000454076,1.57095,-0.130521,1359.47
445,0.0133939,0.0277025,-0.000137734,1.571,-0.121663,-801.643
446,-0.00249343,0.00496612,0.000263374,1.57092,-0.142471,2382.19
447,-0.00494539,0.00320588,-0.000275136,1.57069,-0.148732,-3407.94
448,-0.0374415,0.00434959,0.000540585,1.57064,-0.603356,-883.115
449,0.0271936,-0.0388353,4.99622e-05,1.57037,-0.145839,1777.41
450,0.00962045,0.0521821,-0.000340617,1.57095,-0.11327,-2484.68
451,0.00254838,-0.00628032,0.00020291,1.57095,-0.119169,-271.026
452,0.0159319,0.00224257,-0.000120458,1.57095,-0.108873,483.536
453,-0.0568141,-0.0315436,0.000500603,1.57,-0.794101,756.673
454,0.0184634,-0.0361241,2.45904e-06,1.57051,-0.107706,1411.87
455,0.01443,0.0077935,-8.35606e-05,1.57074,-0.311509,-1791.44
456,-0.121257,-0.00921123,0.00250968,1.57092,-0.141508,-290.831
457,0.0199219,-0.00517123,-0.000418685,1.57059,-0.279134,-534.329
458,0.0106321,0.0247705,-0.00013682,1.57097,-0.110796,-262.52
459,-0.00113782,-0.00172384,0.000386931,1.57093,-0.524726,807.435
460,0.0082978,-0.0115983,-0.000161997,1.5707,-0.146567,49.3714
461,-0.139132,0.00976826,0.0039885,1.57087,-0.238388,-307.899
462,-0.0193286,-0.005506,0.000276674,1.57086,-0.134927,1926.4
463,-0.0258678,0.0116213,0.000202973,1.57061,-0.145074,-1226.97
464,-0.0188715,-0.0106016,0.000477599,1.57026,-0.423825,1393.44
465,-0.000772649,-0.0227736,-7.21696e-05,1.56991,-0.406653,-1474.71
466,0.0178566,-0.0042864,-4.66735e-05,1.57053,-0.194002,-926.669
467,-0.0244573,-0.00078906,-5.9813e-05,1.57102,-0.127141,221.931
468,-0.0157008,0.00772105,-0.00016829,1.57077,-0.125916,-1958.61
469,-0.475651,-0.0147999,0.0124804,1.57,-0.343336,-351.651
470,0.0162915,0.0258334,-0.000188098,1.57086,-0.167402,575.412
471,-0.00215109,0.0175921,-0.000385648,1.57047,-0.328071,-710.41
472,-0.0273803,-0.0223173,0.000310413,1.57083,-0.119126,1090.05
473,-0.0281634,0.000503816,0.000660297,1.5703,-0.157615,1179.92
474,-0.0154996,0.0275434,0.00119493,1.57146,-0.731806,-67.2794
475,-0.0106396,0.0389948,0.000494963,1.57112,-0.202026,981.645
476,-0.0168941,-0.00898374,0.000196064,1.57082,-0.126484,1935.75
477,0.000126934,-0.00938335,-0.000619873,1.5705,-0.498601,3306.1
478,0.0208299,-0.000603639,0.000128762,1.57062,-0.404268,1155.63
479,-0.0232317,0.00978848,0.000102493,1.57101,-0.126487,1593.24
480,-0.00783476,0.0294552,7.3358e-05,1.57109,-0.178507,5019.27
481,-0.0321543,-0.0558391,0.000756577,1.57094,-0.194785,-2747.4
482,-0.00811885,0.0159754,-0.000360087,1.5707,-0.268941,1141.08
483,0.00188761,-0.0115923,0.000438569,1.57153,-0.938628,-1349.56
484,-0.306758,0.0383072,0.00461531,1.57122,-0.205368,-44.6769
485,0.0312322,-0.0200044,-0.000284548,1.57107,-0.152379,-841.367
486,-0.0178577,0.0045884,0.000600001,1.57061,-0.310996,-2397.05
487,0.0532923,0.0196583,-0.000474179,1.57075,-0.234221,-1522.65
488,0.0210278,0.00188062,-0.0002876,1.5709,-0.112834,-1960.94
489,-0.0457226,-0.0144898,9.64595e-05,1.57078,-0.131767,-1293.09
490,-0.0326219,-0.0187684,0.000300794,1.57086,-0.182558,-26.8369
491,0.0123377,0.00601351,-0.000361654,1.57066,-0.313968,-821.635
492,-0.110948,-0.0037694,0.00391983,1.57097,-0.166266,-1897.48
493,-0.00921332,0.0229848,0.000143335,1.5709,-0.106816,-1162.64
494,0.0154533,0.011891,-0.000120334,1.56997,-0.750942,-3240.85
495,0.0122935,-0.0168325,0.000270969,1.57047,-0.183182,-445.618
496,-0.0096693,-0.0157741,7.40147e-05,1.5705,-0.109303,2932.78
497,0.0424595,0.00151007,-0.000407695,1.5709,-0.169281,381.077
498,0.0113284,0.0193823,3.87839e-05,1.57085,-0.112528,-2900.33
499,-0.0173079,0.0496658,-3.69648e-05,1.5712,-0.145424,-1109.12
500,0.0244413,0.0255323,-0.000828991,1.57088,-0.216961,-246.618
501,-0.038935,-0.0159503,0.000120253,1.57063,-0.109865,1436.81
502,0.0171582,0.0424938,0.000487063,1.57113,-0.296131,3079.02
503,-0.0227037,0.00021024,-2.2895e-05,1.57047,-0.278276,2550.54
504,0.0244806,0.0210698,-0.00043732,1.57103,-0.232269,61.8869
505,-0.0356718,-0.0310781,0.00024558,1.57085,-0.206554,560.474
506,-0.00108864,0.00340909,-0.000328585,1.57126,-0.206619,560.67
507,0.00745078,0.0373836,-0.000243614,1.57134,-0.250464,3332.85
508,-0.0194672,0.00398658,-2.52391e-05,1.57081,-0.133757,-47.589
509,0.00997597,-0.0276156,7.2143e-05,1.57051,-0.116151,-1025.89
510,-0.064167,0.0361561,0.00103445,1.57126,-0.502771,1721.7
511,-0.0419462,-0.055718,0.000760409,1.57062,-0.126915,1616.01
512,0.00994286,-0.026314,-0.00014897,1.57094,-0.128171,-2279.28
513,-0.0168609,-0.0240562,0.00015429,1.57041,-0.10319,-2398.74
514,0.022601,-0.0236236,-0.000464334,1.57071,-0.25012,4221.84
515,0.0252381,0.0371341,-0.000268717,1.57132,-0.196935,-1576.72
516,-0.045223,-0.00277597,0.000693312,1.57029,-0.22697,-430.946
517,0.00648785,0.011178,-2.49855e-05,1.57106,-0.110468,-697.4
518,0.00135912,-0.0245789,-0.00024885,1.57089,-0.10766,-24.5274
519,0.0207392,0.0191829,-0.000449749,1.57103,-0.126332,-768.449
520,-0.0125557,-0.0257287,-5.64444e-05,1.57086,-0.223032,-425.004
521,-0.0391573,-0.0456145,0.000880436,1.57074,-0.151379,-1774.75
522,-0.0332552,0.000850557,0.000285698,1.57108,-0.122819,-1840.47
523,-0.0413758,0.00453582,0.000193924,1.57056,-0.287385,163.142
524,-0.00196211,-0.00136722,-2.86871e-06,1.57103,-0.257131,-2876.85
525,-0.0188245,-0.0583957,-0.000410577,1.57005,-0.269995,1370.35
526,0.0109889,0.0397328,-0.000175397,1.57106,-0.241046,-266.889
527,-0.00498238,0.00125542,0.000305526,1.5711,-0.464161,1160.96
528,-0.113557,-0.0176935,0.00210372,1.57059,-0.103174,-428.695
529,0.00891414,-0.000143342,-0.000280505,1.57079,-0.116892,1459.32
530,0.02681,-0.00636599,-0.000170143,1.57097,-0.163556,1618.77
531,-0.0244836,-0.0126295,0.000397987,1.57026,-0.386968,368.101
532,0.023309,0.0139659,-0.000310794,1.57077,-0.279036,-968.815
533,-0.00389045,0.0268544,0.000222027,1.5707,-0.105681,-2521.7
534,0.0196459,-0.00345026,-7.97668e-05,1.57081,-0.208763,1069.6
535,-0.0211683,-0.0284859,0.000183067,1.57065,-0.252358,-823.861
536,-0.012596,-0.00812746,0.000308666,1.57087,-0.101941,1316.6
537,0.0320421,-0.00271451,-0.000293815,1.57095,-0.133308,-796.704
538,-0.00966307,0.0370453,0.000162055,1.5709,-0.118824,117.664
539,-0.00897591,0.0172242,1.96329e-05,1.57111,-0.106363,189.573
540,-0.00604324,0.0325928,-0.000381069,1.57073,-0.312999,1128.14
541,-0.0256157,0.0262494,-2.68777e-05,1.5712,-0.137501,-366.525
542,-0.0313843,0.0057394,-0.000105827,1.57087,-0.132423,-1354.93
543,-0.0107317,0.0467529,-4.56984e-05,1.57099,-0.132667,-21.7523
544,0.00640759,-0.0446698,0.000324843,1.57076,-0.168316,-529.316
545,0.0232192,-0.00993488,-0.000190297,1.57093,-0.574825,-756.657
546,-0.046671,-0.0539308,0.000231821,1.57032,-0.108895,-1218.22
547,0.0009022,0.0125513,-0.00019981,1.57081,-0.175025,1003.72
548,-0.00155642,0.0276523,5.7501e-06,1.57108,-0.119192,3606.19
549,-0.0256043,-0.0489108,0.00112766,1.57055,-0.760383,1236.78
550,0.00435479,-0.014319,0.00021801,1.57092,-0.100602,551.027
551,-0.0290621,-0.00574137,0.000202478,1.57092,-0.108905,-3189.95
552,0.0223303,-0.0398254,-0.000216052,1.57056,-0.131743,-1291.91
553,-0.0316691,-0.0204169,0.000563191,1.57043,-0.331893,191.707
554,0.0255464,0.0430656,-0.000181243,1.57071,-0.135083,896.045
555,-0.0117852,0.00225656,0.000219869,1.57115,-0.139516,-1165.82
556,0.0117044,-0.0143502,0.00025867,1.57071,-0.305855,-1238.72
557,-0.020474,-0.028287,3.85435e-05,1.57047,-0.133235,-1619.45
558,0.0163813,-0.00873272,-0.000184402,1.57079,-0.121173,2982.12
559,-0.00896637,0.00147908,-0.000125856,1.57123,-0.10714,1293.19
560,0.0335943,-0.00796247,0.000103141,1.57071,-0.119668,627.192
561,0.00148783,0.0151928,-0.000254608,1.5704,-0.170159,287.363
562,0.0193696,0.00444594,9.21777e-05,1.57072,-0.445389,880.683
563,0.04119,0.000409018,-0.000784051,1.57052,-0.5919,301.797
564,-0.0433767,0.0064791,0.000198628,1.57085,-0.106818,-219.073
565,-0.0117453,0.0162374,-4.35075e-05,1.5707,-0.152559,3214.92
566,0.017903,0.0243507,1.58802e-05,1.57097,-0.111416,1254.33
567,0.0280797,0.012395,-0.000226766,1.5713,-0.197794,2126.04
568,-0.0303702,0.00527033,0.000260664,1.57087,-0.101459,-1721.21
569,-0.0045554,0.00965676,0.000443132,1.57164,-0.756028,457.554
570,0.0103696,0.0380603,0.000350718,1.57056,-0.612716,2903.71
571,0.0220686,-0.0146302,-1.78297e-05,1.57073,-0.264865,-172.102
572,-0.021679,0.0261285,0.000371139,1.57117,-0.265195,-840.103
573,-0.0615089,0.0423693,0.00020394,1.57078,-0.285383,947.541
574,-0.0366965,0.00727908,0.000190485,1.57102,-0.272647,576.125
575,-0.0149019,-0.019458,-0.000754003,1.57046,-0.513451,-1825.75
576,-0.0843305,-0.0248217,0.0016325,1.57054,-0.264487,828.098
577,0.0495064,-0.00457861,-0.000440406,1.57033,-0.336826,-2261.79
578,-0.0156798,-0.0253968,0.000187958,1.57075,-0.113374,-2085.85
579,0.00780448,-0.0161278,0.000362064,1.57067,-0.392535,-1310.63
580,-0.0140211,0.014959,0.000191784,1.57128,-0.184435,-979.02
581,0.0140626,-0.0146449,-0.000395406,1.57095,-0.280102,-808.416
582,0.0023679,0.00958177,0.000110802,1.57077,-0.116342,317.52
583,-0.0512987,-0.0208021,0.000367136,1.57071,-0.19161,1064.12
584,0.0220763,0.000701935,3.74961e-05,1.57068,-0.104285,-977.198
585,0.0227544,0.0324841,-0.000172969,1.57084,-0.1375,-847.583
586,-0.00663703,-0.00254545,-0.000368832,1.57077,-0.95923,1277.03
587,0.00449377,-0.0326402,0.000156884,1.57081,-0.169419,-156.75
588,-0.0247434,0.0174934,0.000611138,1.5708,-0.277985,-1146.76
589,-0.00135064,-0.00874999,-8.01967e-05,1.57073,-0.291027,-2077.55
590,-0.0804049,-0.0431521,0.000660983,1.57075,-0.250126,315.486
591,-0.0386752,0.0281272,0.000392144,1.57146,-0.428045,-55.9394
592,-0.00266824,-0.0234152,-6.22628e-05,1.57051,-0.114149,-1331.31
593,-0.00768344,0.0200274,2.21219e-05,1.57072,-0.110569,-2602.21
594,-0.00174729,-0.0226673,0.000328411,1.57083,-0.345513,-474.069
595,0.0129419,0.0176387,9.77924e-06,1.571,-0.121,4310.75
596,0.00993052,-0.0248412,5.77509e-05,1.57092,-0.291229,-877.716
597,5.47183e-05,-0.0102844,0.000336161,1.57052,-0.246414,-800.086
598,0.0354085,-0.0344643,-5.24471e-05,1.57053,-0.1208,2694.01
599,-0.010777,-0.0468608,0.000171114,1.57039,-0.1745,1513.51
600,0.0119302,0.00412649,-1.98171e-05,1.57111,-0.144985,1522.75
601,0.00615487,0.0259271,0.000427056,1.57161,-0.623447,168.248
602,-0.0266069,-0.0117773,0.00167979,1.57074,-0.65691,-1407.4
603,0.00674839,-0.0157808,0.000311463,1.57061,-0.113031,1210.19
604,0.00525139,-0.0177446,-0.000184875,1.57062,-0.140191,2024.68
605,0.0109848,0.0132336,-8.48481e-06,1.57087,-0.143217,1911.02
606,-0.00209846,-0.00487655,9.59137e-05,1.57115,-0.172157,-2064.61
607,0.0102435,0.0298597,-0.000566252,1.57136,-0.29372,2273.63
608,0.0194444,0.000699144,-7.31212e-05,1.57092,-0.173907,1119.47
609,-0.0206811,-0.0134112,0.000676509,1.57052,-0.303567,-1159.04
610,0.00319328,0.0257271,3.83671e-05,1.57108,-0.105767,-1426.14
611,-0.0117296,0.00589786,0.00046016,1.57072,-0.265386,-1127.87
612,-0.0131405,0.0308027,0.00022504,1.57131,-0.269418,103.448
613,-0.0239731,0.00338247,-3.12497e-05,1.57076,-0.109497,862.622
614,-0.00379157,-0.00200479,-0.000152896,1.57012,-0.248766,2163.29
615,-0.000647953,-0.0412019,-0.000206809,1.57059,-0.378364,1022.24
616,0.00948725,0.0351187,-0.000127543,1.57075,-0.125519,446.949
617,-0.00206974,-0.0253811,-0.000211663,1.5704,-0.678071,1082.14
618,0.00410564,0.0242239,0.000248533,1.57093,-0.159554,1445.73
619,0.0103731,-0.0029336,-6.43723e-05,1.57091,-0.122891,935.272
620,-0.620029,-0.0397358,0.0123596,1.56983,-0.273042,412.888
621,0.00275608,-0.010776,-0.000519098,1.57063,-0.31768,-3982.74
622,-0.00253902,0.0271533,0.000121222,1.57053,-0.147975,-1428.27
623,-0.0248773,0.0326054,0.000299521,1.57101,-0.187623,397.856
624,-0.0169747,-0.0340986,1.64534e-05,1.57033,-0.259323,-1259.2
625,-0.00274963,-0.0243149,-0.000103496,1.57022,-0.430791,782.888
626,0.0124618,-0.00233104,-0.000343476,1.57122,-0.162298,-3286.45
627,-0.00584137,-0.00718325,-0.000149855,1.57074,-0.113387,2468.3
628,-0.000858728,0.0318421,2.13878e-05,1.57107,-0.171752,992.89
629,0.0268788,0.00635144,4.3897e-05,1.57067,-0.299426,-1063.47
630,-0.00912367,0.00869485,8.3611e-05,1.57099,-0.112132,1839.6
631,0.0301991,0.0417841,-0.000105788,1.57114,-0.149488,1597.32
632,-0.0388861,-0.0329307,0.000137872,1.57066,-0.102076,-1524.19
633,-0.0145092,0.0150683,7.05807e-05,1.57079,-0.171859,1043.73
634,0.0432204,-0.0327054,1.97673e-06,1.57065,-0.178095,2432.64
635,0.0326875,-0.0081708,-0.000197545,1.5707,-0.144118,148.81
636,-0.00423466,-0.0648761,0.000195476,1.56969,-0.715251,688.274
637,0.000598807,-0.00588741,-0.00015412,1.57095,-0.103985,1154.45
638,-0.00227395,0.00286844,-0.000255331,1.57075,-0.13419,956.053
639,-0.0089983,-0.0246361,0.000520119,1.57064,-0.340468,867.109
640,-0.063403,0.0049662,0.000576976,1.57051,-0.26414,957.229
641,-0.0330065,0.0401269,0.000841029,1.57182,-0.963142,-1101.89
642,0.00155176,0.0404914,-6.04452e-05,1.57119,-0.288422,-223.125
643,-0.00660842,0.0140984,4.6557e-05,1.57054,-0.110808,783.432
644,-0.00479288,-0.0148171,0.000123212,1.57054,-0.173433,4610.31
645,-0.0518611,-0.0304382,0.00104135,1.57064,-0.969711,-1952.24
646,0.00325844,0.000855714,-1.80844e-05,1.57106,-0.470794,-475.2
647,-0.000118837,0.0279018,0.000171232,1.57123,-0.352877,1849.72
648,-0.00482051,0.021895,9.5122e-05,1.57117,-0.377136,924.473
649,-0.037574,-0.00497675,0.000694127,1.57058,-0.580946,310.504
650,0.0110708,-0.0179544,-0.000121072,1.57064,-0.17985,993.214
651,0.0142715,0.0444451,0.000203701,1.5711,-0.196503,-882.954
652,-0.00201992,0.0129604,0.000269003,1.57041,-0.279805,-320.141
653,-0.757736,0.014798,0.0172644,1.57131,-0.115991,987.719
654,0.0326058,-0.0511658,-0.000505466,1.57028,-0.509053,-385.701
655,0.00793409,0.0240053,0.000293284,1.57061,-0.489496,404.724
656,-0.0041612,0.000341125,0.000126155,1.57061,-0.14561,-2033.63
657,-0.00617186,0.0019764,0.000792158,1.57107,-0.404109,974.874
658,0.00483762,-0.00351616,0.000437548,1.57051,-0.330472,-913.278
659,-0.0400963,0.01332,0.000415109,1.57089,-0.220313,440.042
660,-0.0224398,0.00434562,0.000355669,1.57084,-0.102195,-317.076
661,-0.0204928,0.0166864,0.000933511,1.57132,-0.540444,2228.27
662,-0.00902257,0.0465058,0.000309751,1.57133,-0.355078,1649.86
663,-0.08147,-0.0341365,0.00218356,1.57065,-0.233031,427.36
664,-0.0412006,-0.00627074,-5.79841e-06,1.5708,-0.121405,1519.76
665,-0.0160882,-0.0579814,0.000278911,1.57059,-0.109291,-650.118
666,0.0137012,-0.00687724,-0.000349245,1.57073,-0.143007,934.257
667,-0.178984,0.0451637,0.0061503,1.57191,-0.701629,1198.33
668,0.0268248,0.0367466,-0.000108597,1.57106,-0.115404,490.201
669,0.0212027,0.0408259,0.000779082,1.57097,-0.952413,-537.938
670,0.0125921,0.0108291,-0.000131884,1.5709,-0.101685,-1403.99
671,0.0141313,-0.000472654,-6.51432e-05,1.57101,-0.108626,450.676
672,0.0406409,0.0108388,-0.000294259,1.57085,-0.115698,-622.507
673,0.0154695,0.0289657,-0.000295857,1.57093,-0.269894,878.596
674,0.0329501,0.0203268,-0.000814232,1.57077,-0.490627,-1495.59
675,-0.0170978,-0.0374328,0.000816731,1.56993,-0.790437,-458.802
676,-0.0419015,0.00124484,0.000582679,1.57186,-0.528468,154.476
677,-0.00406883,-0.0121097,-5.15589e-05,1.5706,-0.111204,299.503
678,0.0148996,0.00299515,0.000185792,1.57133,-0.288576,-3367.66
679,0.0257626,0.01721,-0.000156131,1.57076,-0.130672,1322.62
680,-0.0222261,0.0055002,0.000440193,1.57102,-0.31603,778.782
681,-0.0549695,0.00140829,0.000333551,1.57057,-0.128297,789.885
682,-0.259102,0.00405129,0.00232756,1.57042,-0.264183,-2791.32
683,-0.0104481,-0.017978,0.00053468,1.5705,-0.227651,1537.28
684,0.0183685,-0.00200781,-0.000694421,1.57075,-0.447631,-1419.37
685,-0.0270667,-0.00827433,0.0002984,1.5709,-0.152768,-800.14
686,-0.0302732,0.0176584,0.000294225,1.57108,-0.175377,366.339
687,0.00709964,0.034075,0.000168236,1.57144,-0.319408,1781.35
688,-0.00542297,-0.00173733,-5.31737e-05,1.57074,-0.149822,-808.568
689,0.0139665,-0.00671688,4.30936e-05,1.57075,-0.120739,1946.92
690,0.0143638,-0.0464997,-0.000275538,1.57037,-0.270199,352.128
691,0.0146909,-0.0359356,-3.27127e-05,1.57026,-0.475905,235.448
692,-0.0062041,0.0195143,-6.21339e-05,1.57111,-0.132661,1898.53
693,0.0334252,0.0111102,-0.000368159,1.57072,-0.134328,1053.08
694,0.00335765,0.033451,-4.12297e-05,1.57119,-0.165519,2470.76
695,-0.00532542,-0.0161589,-0.000240473,1.5704,-0.161729,2403.55
696,-0.0219967,-0.00524932,-0.000107592,1.57083,-0.222819,-1123.4
697,-0.0745208,0.00786215,0.00162667,1.57066,-0.121235,-1812.82
698,0.00904559,-0.00128968,-0.000659861,1.57086,-0.415188,341.33
699,-0.0251861,0.0209921,0.00017662,1.57102,-0.165147,-1155.89
700,0.0301793,-0.00116132,-0.000175335,1.57102,-0.310135,97.2899
701,0.00020397,-0.000786599,1.66097e-05,1.57022,-0.452966,497.731
702,-0.0364804,0.0204538,0.000915609,1.57051,-0.207154,-2216.44
703,0.0248268,-0.0410689,-0.000256513,1.57071,-0.328079,-1551.52
704,0.0147166,-0.00626528,-0.000184591,1.57036,-0.206259,-3265.94
705,-0.0271112,0.00904717,3.737e-05,1.57106,-0.17158,-1640.13
706,0.000490453,-0.0496739,-0.000280447,1.57027,-0.510568,830.979
707,-0.00596664,-0.0152987,-0.000504381,1.56904,-0.585663,-763.376
708,0.00789173,-0.0215773,-0.000364661,1.57035,-0.214075,-423.303
709,0.000640358,0.0309552,-0.000179668,1.57093,-0.10025,1136.78
710,0.0100937,0.00447959,-0.000246205,1.5709,-0.20515,-753.714
711,-0.071026,0.00576715,0.00189907,1.57067,-0.101406,847.592
712,0.0206427,0.0422319,-0.000323696,1.57095,-0.196233,571.651
713,0.00120785,0.0125738,-0.000391717,1.57112,-0.228719,365.079
714,0.0137737,-0.00768815,-5.4175e-05,1.57063,-0.178233,-348.025
715,-0.0749668,-0.0292502,-0.00175965,1.57108,-0.643242,1906.83
716,0.00167774,0.0117887,0.000117212,1.57103,-0.134131,-42.9791
717,0.0186712,-0.0258351,-0.000187955,1.57056,-0.106599,-1659.03
718,0.00395536,-0.0142594,0.000548192,1.57159,-0.777216,2308.05
719,0.0140055,0.0388073,-0.000171244,1.57148,-0.870023,-305.142
720,-0.0115018,0.00606826,9.32073e-05,1.57096,-0.110325,1583.15
721,-0.00968186,0.0133178,0.000407221,1.5711,-0.445035,309.594
722,0.00962448,-0.0117316,-0.000299003,1.5703,-0.299805,1627.55
723,0.0160316,-0.0143112,-0.000259531,1.5706,-0.162721,395.213
724,-0.0495662,-0.0329084,0.00128387,1.57158,-0.552339,2483.63
725,0.0351743,0.00117287,-8.51195e-05,1.57077,-0.132658,444.7
726,-0.0625375,-0.0116789,0.00192508,1.57046,-0.17194,-733.102
727,-0.0181996,0.0273296,0.000324885,1.57088,-0.127577,1015.4
728,-0.00760606,-0.0180286,-8.64519e-05,1.57076,-0.109423,-1703.23
729,0.0248366,0.00125338,9.87132e-06,1.57125,-0.199342,-290.85
730,0.0207967,0.00381798,-0.000338627,1.57041,-0.149318,-1817.65
731,-0.0286043,0.0109872,0.000458966,1.57091,-0.421659,2170.99
